iter	Passed	Remaining
1435	27648	68619
1436	27669	68604
1437	27685	68579
1438	27703	68556
1439	27723	68538
1440	27742	68519
1441	27756	68485
1442	27772	68460
1443	27796	68451
1444	27815	68431
1445	27835	68415
1446	27856	68398
1447	27875	68379
1448	27893	68358
1449	27909	68331
1450	27929	68313
1451	27948	68292
1452	27968	68274
1453	27989	68259
1454	28005	68234
1455	28028	68224
1456	28048	68206
1457	28064	68179
1458	28078	68146
1459	28093	68116
1460	28109	68090
1461	28130	68075
1462	28148	68052
1463	28168	68035
1464	28192	68028
1465	28209	68001
1466	28229	67986
1467	28248	67965
1468	28266	67944
1469	28279	67908
1470	28299	67892
1471	28317	67869
1472	28338	67853
1473	28352	67822
1474	28369	67798
1475	28386	67773
1476	28402	67745
1477	28417	67716
1478	28431	67684
1479	28446	67657
1480	28461	67627
1481	28477	67600
1482	28497	67582
1483	28517	67566
1484	28540	67555
1485	28558	67534
1486	28570	67498
1487	28585	67467
1488	28602	67443
1489	28616	67411
1490	28634	67389
1491	28654	67373
1492	28671	67348
1493	28686	67319
1494	28702	67291
1495	28716	67262
1496	28735	67241
1497	28751	67214
1498	28773	67201
1499	28790	67178
1500	28810	67159
1501	28828	67138
1502	28843	67110
1503	28862	67090
1504	28880	67067
1505	28896	67041
1506	28910	67009
1507	28925	66981
1508	28946	66965
1509	28964	66945
1510	28979	66916
1511	29003	66907
1512	29022	66888
1513	29045	66878
1514	29067	66864
1515	29085	66843
1516	29099	66812
1517	29113	66779
1518	29132	66760
1519	29152	66743
1520	29167	66715
1521	29187	66698
1522	29208	66682
1523	29224	66656
1524	29239	66628
1525	29255	66600
1526	29278	66590
1527	29297	66570
1528	29316	66552
1529	29338	66539
1530	29360	66525
1531	29381	66511
1532	29400	66491
1533	29415	66462
1534	29434	66444
1535	29456	66431
1536	29476	66412
1537	29499	66402
1538	29517	66379
1539	29542	66374
1540	29557	66345
1541	29575	66324
1542	29593	66303
1543	29611	66281
1544	29623	66246
1545	29642	66226
1546	29661	66206
1547	29677	66181
1548	29692	66152
1549	29710	66128
1550	29726	66104
1551	29745	66084
1552	29761	66057
1553	29780	66037
1554	29796	66011
1555	29815	65992
1556	29834	65973
1557	29851	65949
1558	29870	65929
1559	29888	65907
1560	29902	65877
1561	29915	65844
1562	29935	65828
1563	29952	65803
1564	29966	65772
1565	29983	65748
1566	30003	65732
1567	30024	65717
1568	30045	65702
1569	30069	65694
1570	30084	65665
1571	30107	65653
1572	30126	65634
1573	30144	65613
1574	30166	65599
1575	30181	65572
1576	30201	65554
1577	30225	65546
1578	30243	65524
1579	30259	65497
1580	30277	65477
1581	30295	65455
1582	30309	65424
1583	30325	65399
1584	30337	65364
1585	30357	65346
1586	30378	65332
1587	30396	65309
1588	30412	65285
1589	30431	65265
1590	30451	65247
1591	30470	65227
1592	30492	65214
1593	30508	65189
1594	30529	65175
1595	30549	65156
1596	30562	65125
1597	30576	65095
1598	30597	65080
1599	30610	65048
1600	30631	65032
1601	30649	65010
1602	30666	64987
1603	30685	64966
1604	30707	64953
1605	30721	64924
1606	30737	64899
1607	30753	64872
1608	30774	64857
1609	30790	64832
1610	30810	64814
1611	30826	64789
1612	30842	64763
1613	30865	64751
1614	30882	64728
1615	30902	64712
1616	30923	64697
1617	30942	64677
1618	30964	64663
1619	30986	64650
1620	31004	64629
1621	31020	64603
1622	31036	64577
1623	31050	64548
1624	31067	64524
1625	31088	64509
1626	31101	64478
1627	31119	64457
1628	31137	64435
1629	31157	64418
1630	31177	64399
1631	31195	64378
1632	31213	64357
1633	31232	64338
1634	31255	64326
1635	31277	64314
1636	31294	64291
1637	31313	64270
1638	31331	64250
1639	31353	64236
1640	31370	64212
1641	31385	64185
1642	31405	64168
1643	31423	64147
1644	31439	64122
1645	31461	64109
1646	31482	64093
1647	31505	64081
1648	31523	64060
1649	31539	64035
1650	31560	64019
1651	31578	63998
1652	31599	63982
1653	31620	63966
1654	31633	63936
1655	31644	63901
1656	31664	63883
1657	31687	63871
1658	31709	63859
1659	31724	63830
1660	31746	63817
1661	31762	63792
1662	31777	63764
1663	31797	63747
1664	31820	63736
1665	31837	63713
1666	31854	63690
